wavelength,"(17, 62)","(21, 59)","(26, 56)","(29, 53)","(31, 49)","(34, 45)","(38, 42)","(41, 38)","(44, 35)","(47, 31)","(49, 26)","(53, 23)","(58, 18)","(62, 12)","(66, 8)","(22, 67)","(26, 64)","(31, 60)","(35, 57)","(36, 53)","(40, 50)","(43, 47)","(46, 43)","(49, 40)","(54, 36)","(57, 31)","(61, 28)","(65, 23)","(68, 17)","(73, 13)","(30, 73)","(33, 69)","(37, 65)","(40, 62)","(43, 59)","(46, 55)","(49, 50)","(52, 47)","(57, 45)","(59, 40)","(63, 36)","(66, 32)","(70, 28)","(73, 22)","(78, 18)","(34, 77)","(39, 74)","(42, 69)","(45, 66)","(49, 63)","(52, 59)","(55, 56)","(58, 53)","(61, 48)","(66, 45)","(68, 40)","(71, 35)","(75, 32)","(79, 26)","(84, 22)","(39, 81)","(43, 77)","(46, 73)","(49, 70)","(53, 67)","(56, 62)","(60, 59)","(63, 56)","(66, 52)","(71, 48)","(73, 44)","(77, 40)","(81, 34)","(84, 29)","(87, 24)","(68, 79)","(68, 79)","(68, 79)","(68, 79)","(68, 79)","(68, 79)"
538.613,0.097387,0.0763654,0.0785185,0.108921,0.0874822,0.0706568,0.111136,0.084624,0.0701508,0.111392,0.0979678,0.0916404,0.0961021,0.103049,0.0885318,0.0973555,0.0585155,0.0888941,0.100585,0.0663692,0.109468,0.106484,0.0633774,0.117229,0.0454579,0.12419,0.126188,0.119416,0.0992278,0.0461322,0.100966,0.0852638,0.0784051,0.0760808,0.111799,0.0933976,0.104595,0.0992915,0.156037,0.108928,0.108724,0.07332,0.128847,0.132095,0.0867155,0.10659,0.0712129,0.108518,0.110063,0.103926,0.169187,0.0538067,0.110152,0.0865575,0.097546,0.10061,0.113558,0.1116,0.079528,0.0622996,0.103935,0.0915891,0.0931379,0.0736836,0.145521,0.129719,0.159801,0.197517,0.196901,0.19792,0.207485,0.200031,0.174491,0.170598,0.180225,0,0,0,0,0,0
540.847,0.106041,0.0800982,0.0787378,0.108032,0.089814,0.0755622,0.111006,0.0890698,0.0733534,0.108389,0.0980499,0.0862862,0.099937,0.103859,0.0977103,0.0903918,0.0542672,0.0924622,0.0899973,0.0637044,0.110228,0.105823,0.0566686,0.127862,0.0463747,0.126883,0.122395,0.115714,0.110277,0.0490932,0.0910845,0.0768049,0.076563,0.0765122,0.10825,0.0991877,0.105371,0.0988276,0.159995,0.102245,0.116294,0.0759783,0.123046,0.13324,0.082835,0.108378,0.0673624,0.105367,0.122013,0.113579,0.173488,0.0543985,0.11154,0.0835269,0.0900904,0.101878,0.110908,0.109015,0.0872806,0.0607487,0.104042,0.0924311,0.0984434,0.0669518,0.144905,0.121375,0.15656,0.200809,0.18873,0.1945,0.197691,0.198815,0.17492,0.170334,0.173905,0,0,0,0,0,0
543.081,0.104842,0.0792109,0.0840275,0.104092,0.0921544,0.0740032,0.11324,0.0901415,0.0701922,0.111624,0.102216,0.0933558,0.106059,0.100902,0.0936053,0.0934259,0.0646974,0.0913648,0.0923599,0.0658856,0.112709,0.099555,0.0593589,0.123105,0.0457807,0.127055,0.123481,0.120108,0.112245,0.0491781,0.0970953,0.0838468,0.0843954,0.0746833,0.102868,0.0999513,0.112086,0.0967505,0.156598,0.104554,0.115353,0.0785996,0.125607,0.139088,0.092042,0.104086,0.071824,0.108564,0.117838,0.112063,0.164529,0.0525034,0.110845,0.08727,0.0987955,0.108127,0.122595,0.110862,0.0917279,0.0662934,0.105546,0.0894542,0.104204,0.0669576,0.139602,0.128644,0.152889,0.212939,0.197729,0.20088,0.203873,0.200119,0.174054,0.181982,0.177308,0,0,0,0,0,0
545.316,0.103331,0.0777259,0.0791387,0.108774,0.0899415,0.0728484,0.109841,0.089772,0.0647434,0.116432,0.0953948,0.0887281,0.103184,0.0999952,0.0941606,0.0928256,0.0597301,0.0872399,0.0996778,0.0659603,0.108418,0.098744,0.0585024,0.124002,0.045577,0.125723,0.124997,0.118844,0.106776,0.0476469,0.0918335,0.0781317,0.0755588,0.0775053,0.105997,0.0964341,0.102734,0.0979621,0.156738,0.108936,0.113613,0.0790142,0.123498,0.136881,0.0869555,0.100696,0.0699139,0.106041,0.114948,0.110017,0.162564,0.0572515,0.110196,0.0837984,0.0958192,0.10537,0.120535,0.110748,0.0832056,0.0583294,0.106076,0.0890931,0.103363,0.0722332,0.149913,0.127754,0.155402,0.209,0.190318,0.199413,0.20997,0.198091,0.184539,0.172713,0.1745,0,0,0,0,0,0
547.55,0.103745,0.0828895,0.0785981,0.118266,0.0890788,0.0789115,0.117198,0.0901693,0.0680876,0.116964,0.102714,0.0870532,0.098059,0.0972566,0.0986482,0.097485,0.0647667,0.0946669,0.0948496,0.0684089,0.114737,0.105354,0.0654624,0.124664,0.0509583,0.131885,0.121273,0.114932,0.105773,0.0506148,0.0964791,0.0810914,0.0850877,0.0740802,0.112159,0.0971787,0.109755,0.0974995,0.153259,0.103081,0.11189,0.0759509,0.120721,0.137937,0.0863205,0.10938,0.0733436,0.112184,0.122901,0.110926,0.175267,0.0608507,0.110012,0.0925327,0.095091,0.108306,0.114385,0.114188,0.0914467,0.0621503,0.112798,0.0964791,0.104254,0.0741171,0.138812,0.129265,0.157414,0.201776,0.184187,0.200858,0.200525,0.193505,0.173941,0.177583,0.175563,0,0,0,0,0,0
549.785,0.102126,0.0795986,0.0772506,0.112951,0.0907155,0.0723535,0.110979,0.0912343,0.0669335,0.11145,0.101539,0.0858802,0.100221,0.101092,0.0907525,0.0956013,0.0595593,0.0907388,0.100697,0.0673893,0.119195,0.108628,0.0589178,0.118392,0.047789,0.131911,0.124017,0.114501,0.0990161,0.0471454,0.0957495,0.0763661,0.0778698,0.0773918,0.111552,0.0971667,0.102744,0.0928068,0.161028,0.10156,0.119734,0.0744249,0.125957,0.142633,0.0917907,0.107209,0.0743594,0.105327,0.12026,0.113778,0.175386,0.0575247,0.115635,0.0815038,0.0949256,0.107116,0.118162,0.112053,0.0884579,0.0657798,0.112548,0.0885399,0.103978,0.0755888,0.142882,0.122783,0.162377,0.204859,0.196488,0.193256,0.202047,0.196869,0.179547,0.175735,0.17037,0,0,0,0,0,0
552.019,0.105051,0.0860009,0.0803378,0.10884,0.0911591,0.0746608,0.108648,0.088901,0.0718223,0.120297,0.101172,0.0961757,0.104215,0.0978952,0.10055,0.0959549,0.0591792,0.0971553,0.0964279,0.0726553,0.110696,0.102676,0.0630737,0.130348,0.0446254,0.13438,0.126116,0.121883,0.105938,0.0489838,0.0933551,0.0748362,0.078823,0.0771433,0.108621,0.0986632,0.103969,0.0969017,0.163411,0.112209,0.120375,0.0816493,0.132204,0.139698,0.0908725,0.103359,0.0730758,0.106655,0.123717,0.110735,0.16791,0.0576884,0.114002,0.091221,0.0955904,0.109664,0.11572,0.108868,0.0900594,0.0639374,0.102221,0.0943222,0.10189,0.0687023,0.143396,0.131242,0.158091,0.217612,0.192557,0.193971,0.210041,0.209372,0.182193,0.176736,0.179531,0,0,0,0,0,0
554.254,0.103883,0.0833611,0.0770513,0.106597,0.0894155,0.0814213,0.112411,0.0897629,0.072531,0.110096,0.105219,0.0812101,0.0965811,0.102268,0.0938304,0.092513,0.0604088,0.0956108,0.0979492,0.0652089,0.109136,0.109499,0.0603335,0.130961,0.0475056,0.122293,0.122563,0.119168,0.106613,0.0500395,0.0926787,0.0797272,0.078718,0.0742759,0.103914,0.0989246,0.103506,0.090113,0.164628,0.11386,0.122723,0.0838844,0.124952,0.137735,0.0815359,0.102338,0.0689496,0.1099,0.119617,0.116471,0.165178,0.0613949,0.112558,0.0893212,0.0965382,0.11406,0.122268,0.104686,0.0885985,0.0631741,0.107867,0.0965213,0.104367,0.0726071,0.133545,0.129106,0.159688,0.215127,0.188527,0.201812,0.216063,0.193359,0.184645,0.173614,0.184626,0,0,0,0,0,0
556.488,0.108324,0.0772054,0.0790599,0.116516,0.0946763,0.0742254,0.114261,0.0883248,0.0770006,0.11309,0.103981,0.0840923,0.105168,0.101779,0.0992309,0.0928677,0.0575345,0.095481,0.0996363,0.0730947,0.115754,0.103332,0.0647345,0.125243,0.0466465,0.126792,0.123788,0.127134,0.108132,0.0492437,0.09415,0.084888,0.0774545,0.0730685,0.112325,0.0993248,0.110806,0.0950988,0.165396,0.110476,0.120505,0.0754336,0.129619,0.133382,0.0912732,0.107538,0.0736587,0.104865,0.120868,0.115312,0.178651,0.0580776,0.118408,0.0917534,0.096127,0.112089,0.118997,0.113108,0.0920204,0.0664082,0.110583,0.100478,0.103636,0.0780222,0.140766,0.134789,0.163599,0.212948,0.200919,0.19947,0.203189,0.202359,0.180509,0.186551,0.185517,0,0,0,0,0,0
558.722,0.101834,0.0815944,0.0785405,0.109674,0.0929772,0.0770417,0.112393,0.0858306,0.0725477,0.116198,0.101855,0.0930694,0.105608,0.096136,0.0983858,0.0948909,0.0644787,0.0942972,0.10036,0.0620241,0.10975,0.106993,0.0632098,0.123191,0.044287,0.132436,0.122602,0.123968,0.107142,0.0521691,0.094976,0.0860331,0.0812189,0.0746527,0.110973,0.0985203,0.106029,0.0968836,0.162799,0.112248,0.118074,0.0827757,0.127486,0.138247,0.0948553,0.106708,0.0776264,0.109478,0.115381,0.116099,0.174173,0.0595368,0.112505,0.084434,0.10028,0.114421,0.118262,0.112412,0.0975023,0.0698403,0.113053,0.0914786,0.103676,0.0791832,0.140465,0.139779,0.159501,0.205668,0.196352,0.208485,0.205226,0.206084,0.182738,0.182701,0.176948,0,0,0,0,0,0
560.957,0.10551,0.0779877,0.0788624,0.114744,0.0932998,0.0793101,0.117631,0.093304,0.0779615,0.115621,0.100195,0.0875115,0.102674,0.0997248,0.098309,0.0974273,0.064519,0.0975414,0.0985707,0.0641363,0.115227,0.107256,0.0659651,0.127101,0.0477876,0.137238,0.12302,0.12127,0.105541,0.0502293,0.0947595,0.0811744,0.0802383,0.0773822,0.11022,0.096479,0.107796,0.0950839,0.160264,0.109607,0.119581,0.0817712,0.1317,0.1423,0.0919252,0.108907,0.0764307,0.116596,0.122741,0.120087,0.169731,0.0614898,0.113364,0.0894786,0.0986891,0.110148,0.124362,0.115706,0.0932029,0.0635679,0.111604,0.0957327,0.104166,0.0753554,0.14913,0.133961,0.166078,0.212817,0.197257,0.20054,0.210901,0.203294,0.179301,0.178563,0.171164,0,0,0,0,0,0
563.191,0.107217,0.0790604,0.075376,0.117226,0.090414,0.0809965,0.11055,0.0969188,0.0739801,0.120238,0.105619,0.0955004,0.104064,0.0980871,0.0968845,0.0918825,0.0631379,0.0909837,0.0945942,0.0680605,0.112141,0.109257,0.068225,0.129489,0.0452837,0.13068,0.124368,0.120862,0.107491,0.0498828,0.0972967,0.0802668,0.0775154,0.0773024,0.111562,0.0929126,0.110011,0.0963354,0.173786,0.109358,0.11712,0.0811463,0.127534,0.139527,0.0914346,0.107732,0.07183,0.112003,0.12266,0.113368,0.174882,0.0550527,0.113906,0.0880126,0.0987372,0.114588,0.123236,0.107357,0.100357,0.0611393,0.112473,0.094413,0.106445,0.0708246,0.144611,0.131702,0.162579,0.210949,0.198157,0.201396,0.208845,0.206152,0.178437,0.173029,0.183253,0,0,0,0,0,0
565.426,0.113053,0.0757495,0.0755128,0.11177,0.0922706,0.0807715,0.11452,0.0888393,0.0705761,0.118669,0.100748,0.0918559,0.105673,0.105531,0.098032,0.0995874,0.061053,0.0971189,0.0943933,0.0712164,0.109922,0.106635,0.0680478,0.128424,0.0486368,0.129596,0.132131,0.119769,0.111688,0.0532941,0.0969488,0.0890463,0.0776343,0.0778622,0.115652,0.101728,0.110891,0.0972657,0.171486,0.111252,0.118702,0.0861244,0.132185,0.139635,0.0922686,0.106244,0.0773615,0.116571,0.120258,0.117656,0.174578,0.0581917,0.115893,0.0918637,0.0976416,0.116158,0.12214,0.112462,0.0956684,0.0608163,0.11277,0.0944135,0.100688,0.0746355,0.145394,0.137775,0.171705,0.2101,0.202501,0.210387,0.20999,0.202961,0.18404,0.179596,0.183127,0,0,0,0,0,0
567.66,0.107328,0.0764972,0.0800588,0.118437,0.0893232,0.0776159,0.114887,0.0926175,0.0734139,0.110581,0.102822,0.0862301,0.105874,0.0984252,0.10057,0.0940729,0.0652582,0.0909851,0.0926919,0.064586,0.113214,0.106663,0.0636817,0.124844,0.0428076,0.133873,0.123361,0.119471,0.108748,0.0501761,0.101341,0.0814506,0.077288,0.0793344,0.113719,0.0957582,0.11219,0.100058,0.174295,0.107831,0.11524,0.0827884,0.12514,0.142329,0.0910777,0.110407,0.0674386,0.107646,0.127152,0.118276,0.186837,0.0628157,0.11305,0.0920032,0.100253,0.114965,0.122404,0.118421,0.100995,0.0614373,0.113705,0.0933207,0.100616,0.0728533,0.144312,0.131722,0.165776,0.210737,0.194566,0.202873,0.210771,0.201119,0.181674,0.18536,0.179476,0,0,0,0,0,0
569.895,0.105136,0.0709001,0.0686366,0.113284,0.0956944,0.0784427,0.118628,0.0900828,0.0765583,0.11529,0.0994669,0.090604,0.103047,0.107872,0.10111,0.10253,0.0648803,0.0951633,0.0978741,0.0689421,0.125976,0.110436,0.0689982,0.125828,0.0433697,0.133785,0.122682,0.114983,0.109632,0.0478443,0.0963297,0.0840755,0.0816174,0.0826095,0.110725,0.0863803,0.109625,0.0960121,0.16974,0.110912,0.122907,0.0858351,0.126267,0.146148,0.0989774,0.109582,0.0707284,0.109933,0.123828,0.113972,0.177809,0.0571053,0.113197,0.0951784,0.106647,0.117484,0.123367,0.111613,0.0974372,0.0653343,0.110198,0.094742,0.0998081,0.0779071,0.148081,0.131883,0.173504,0.216274,0.197055,0.215242,0.214427,0.206365,0.190871,0.178693,0.18065,0,0,0,0,0,0
572.129,0.101415,0.0712845,0.0695463,0.113845,0.0909744,0.0739384,0.11078,0.0959923,0.0736125,0.112983,0.103703,0.082915,0.103873,0.095957,0.104392,0.0900115,0.061249,0.0969255,0.0947002,0.0693466,0.116231,0.106054,0.0671126,0.131865,0.0479558,0.13277,0.123566,0.125565,0.112333,0.0486559,0.0968047,0.0847121,0.081569,0.0759454,0.111766,0.0985002,0.109401,0.0990281,0.167092,0.107947,0.117734,0.0782105,0.131657,0.139341,0.0879077,0.108594,0.0681964,0.108711,0.12364,0.119646,0.182419,0.058976,0.11039,0.0876005,0.0985927,0.115543,0.114807,0.117345,0.099016,0.0616843,0.117693,0.0898171,0.0963384,0.0708904,0.145726,0.131767,0.168164,0.212734,0.193786,0.205658,0.20087,0.203908,0.178269,0.182976,0.187533,0,0,0,0,0,0
574.363,0.108232,0.0715414,0.0718275,0.119516,0.0950957,0.075571,0.11519,0.0938164,0.0728755,0.117471,0.105603,0.0851275,0.102979,0.101897,0.10774,0.102975,0.0625279,0.0926161,0.0933615,0.0689553,0.113301,0.108015,0.070423,0.132722,0.0475115,0.131677,0.129113,0.121399,0.111173,0.0498536,0.0985145,0.0824973,0.0793383,0.078965,0.11608,0.0925881,0.111383,0.100735,0.171348,0.104922,0.128773,0.0842854,0.129862,0.137036,0.1002,0.112936,0.0741403,0.112603,0.129229,0.124668,0.176242,0.0629956,0.120093,0.090182,0.105243,0.117243,0.12562,0.117152,0.100217,0.0648953,0.110219,0.0864629,0.0986549,0.0765956,0.143222,0.131039,0.161878,0.209682,0.203277,0.208344,0.21914,0.200634,0.184452,0.181874,0.188193,0,0,0,0,0,0
576.598,0.109033,0.0720451,0.0682835,0.11577,0.0933585,0.0744804,0.115907,0.0906486,0.0741255,0.114113,0.103554,0.094238,0.102597,0.106339,0.104811,0.0961367,0.0581163,0.0976143,0.0948562,0.0688798,0.115328,0.109406,0.0687707,0.135441,0.045251,0.131748,0.128489,0.121563,0.114379,0.0469522,0.0910417,0.0857251,0.0788864,0.0776799,0.110472,0.0931462,0.111265,0.0935611,0.166318,0.107253,0.119101,0.0804336,0.127773,0.139647,0.0875175,0.111476,0.0750852,0.109033,0.123424,0.114675,0.169004,0.0613437,0.111584,0.0870339,0.104891,0.117842,0.122401,0.116693,0.100528,0.0549135,0.112393,0.0910417,0.0967259,0.0742102,0.152827,0.131791,0.160656,0.209228,0.195001,0.201031,0.215729,0.209246,0.18585,0.177048,0.192793,0,0,0,0,0,0
578.832,0.109866,0.0721508,0.0703581,0.122084,0.0928795,0.0784809,0.112057,0.0923372,0.0768195,0.119749,0.103005,0.0883328,0.112357,0.106894,0.101976,0.100373,0.0627923,0.102319,0.0959315,0.0698919,0.111011,0.109439,0.0717573,0.12635,0.0463658,0.132315,0.125232,0.123468,0.114887,0.0503976,0.0995535,0.0804351,0.0777827,0.0772239,0.114843,0.0945003,0.110903,0.0989535,0.167671,0.10598,0.131592,0.0826764,0.133609,0.140788,0.0898956,0.117839,0.0751039,0.113324,0.123987,0.117667,0.178488,0.0610433,0.119043,0.0906012,0.100837,0.116339,0.121057,0.117698,0.10876,0.0595429,0.11537,0.0890529,0.102863,0.0749299,0.140118,0.13808,0.167813,0.218801,0.204368,0.209752,0.219666,0.203002,0.188205,0.188366,0.181984,0,0,0,0,0,0
581.067,0.109328,0.0694686,0.0646452,0.113919,0.0946677,0.075391,0.115282,0.0900036,0.0777533,0.118734,0.0979981,0.0901011,0.10384,0.106363,0.108994,0.0986073,0.0637654,0.0987889,0.0931027,0.0655527,0.113637,0.114887,0.068784,0.125157,0.0472072,0.133083,0.129198,0.1251,0.118476,0.0485464,0.0973093,0.0861005,0.0764802,0.0794988,0.116673,0.0943134,0.106414,0.10472,0.168536,0.098555,0.118233,0.0800668,0.128206,0.142533,0.0923723,0.116943,0.0711697,0.112075,0.130811,0.118162,0.176959,0.0591987,0.120453,0.0825759,0.102916,0.115052,0.120729,0.115508,0.0977771,0.0598399,0.109751,0.0942216,0.0988353,0.0769891,0.146469,0.133904,0.16974,0.215906,0.201235,0.209414,0.210621,0.208594,0.188257,0.18192,0.19265,0,0,0,0,0,0
583.301,0.1114,0.0685622,0.0696421,0.118215,0.0937907,0.0781514,0.118976,0.0899037,0.0709493,0.115545,0.104173,0.0889594,0.105309,0.107383,0.106336,0.0952331,0.0646634,0.0964624,0.0977277,0.0669389,0.119937,0.109998,0.068709,0.134235,0.0469157,0.135582,0.126186,0.124351,0.116058,0.043033,0.10492,0.0939537,0.0704562,0.0836755,0.110565,0.0897191,0.109344,0.0997872,0.178638,0.107454,0.11869,0.0891192,0.133531,0.139851,0.0922678,0.113412,0.070177,0.115354,0.123066,0.115215,0.17789,0.0592644,0.119463,0.0897475,0.106545,0.120767,0.124647,0.11348,0.103151,0.0572405,0.113734,0.0973715,0.101286,0.0735224,0.148012,0.136094,0.169504,0.215255,0.205325,0.214393,0.20445,0.206314,0.186498,0.184414,0.186919,0,0,0,0,0,0
585.536,0.110843,0.0698374,0.0658134,0.119718,0.0948468,0.079045,0.115512,0.0959099,0.0722165,0.115949,0.1058,0.0882499,0.103423,0.108082,0.110147,0.0946327,0.0622441,0.0935824,0.0956804,0.0680078,0.112926,0.106055,0.0718671,0.129836,0.0475108,0.13092,0.127209,0.128864,0.117631,0.0468554,0.101808,0.0905835,0.0738793,0.0814443,0.112007,0.0868697,0.11548,0.0919976,0.173342,0.0998457,0.121147,0.0883587,0.12925,0.140673,0.0885208,0.113263,0.0709811,0.1184,0.127874,0.117657,0.180851,0.0620259,0.115291,0.0902793,0.104007,0.124959,0.125172,0.117739,0.103332,0.0574736,0.113527,0.0932239,0.0974855,0.0773098,0.146044,0.135388,0.170902,0.215694,0.206798,0.212037,0.209956,0.20027,0.183989,0.18094,0.184644,0,0,0,0,0,0
587.77,0.107364,0.0650214,0.0734453,0.125363,0.0949805,0.0790991,0.117903,0.0914243,0.0780751,0.118828,0.102688,0.0860958,0.107546,0.105954,0.111565,0.0971313,0.0610117,0.0975182,0.0960339,0.0695287,0.111847,0.105012,0.0717171,0.13235,0.048898,0.138142,0.123906,0.125908,0.113137,0.0449599,0.101878,0.0928093,0.0719155,0.0794481,0.115099,0.086467,0.11701,0.0969409,0.179675,0.100509,0.123212,0.0924497,0.131762,0.140048,0.0920058,0.114801,0.0710423,0.118268,0.127761,0.1177,0.185146,0.0632639,0.121444,0.0889473,0.106242,0.123446,0.123269,0.118374,0.108525,0.0553867,0.117718,0.0926205,0.0964226,0.0753497,0.149015,0.13826,0.170026,0.215576,0.211021,0.216056,0.215348,0.208469,0.186029,0.190153,0.185353,0,0,0,0,0,0
590.004,0.119002,0.066347,0.0651276,0.118711,0.0933267,0.0758937,0.118792,0.0958271,0.0733913,0.119202,0.102557,0.0884188,0.102504,0.0979019,0.106399,0.0990076,0.0636979,0.096241,0.102286,0.072203,0.116822,0.111252,0.0725627,0.123951,0.0442754,0.130773,0.131333,0.124288,0.111618,0.040529,0.0978952,0.0901782,0.0691777,0.0775847,0.107505,0.0858166,0.114905,0.0950397,0.173093,0.105203,0.118635,0.0790955,0.133976,0.145196,0.0904296,0.121003,0.0680223,0.11048,0.129977,0.118851,0.180838,0.0660202,0.115844,0.0897708,0.102942,0.118516,0.123241,0.119358,0.105517,0.0512111,0.116577,0.0880596,0.092801,0.0758597,0.154962,0.136823,0.170141,0.209759,0.200886,0.215838,0.217607,0.207306,0.18692,0.190868,0.179375,0,0,0,0,0,0
592.239,0.111263,0.063865,0.0643808,0.116049,0.0968848,0.0791948,0.12046,0.101855,0.0783799,0.118151,0.106678,0.0906444,0.109885,0.107315,0.111366,0.0994149,0.0603821,0.0953626,0.101317,0.0697893,0.117866,0.11035,0.0725192,0.138086,0.0483935,0.134216,0.12784,0.123646,0.11592,0.0507791,0.0999236,0.0921413,0.0733429,0.0836737,0.11687,0.0858035,0.111174,0.0979991,0.176065,0.0956291,0.122997,0.0948933,0.132918,0.145399,0.0902355,0.122989,0.0737829,0.112549,0.126224,0.114109,0.184187,0.0653257,0.116687,0.093172,0.105059,0.123632,0.124304,0.125917,0.102127,0.0507624,0.113686,0.0947916,0.0974026,0.0775571,0.15705,0.134123,0.170408,0.218966,0.199332,0.214177,0.211216,0.206905,0.186243,0.187746,0.190891,0,0,0,0,0,0
594.473,0.109758,0.065441,0.0607828,0.115573,0.0967891,0.0738899,0.117126,0.0968531,0.0763315,0.122708,0.106545,0.0890562,0.109307,0.102224,0.107225,0.0962415,0.0640449,0.0920968,0.0980235,0.0645664,0.114572,0.109031,0.0726201,0.133534,0.0485852,0.136425,0.133052,0.122923,0.113852,0.0454162,0.0965161,0.0858782,0.0695867,0.0773279,0.11365,0.0836865,0.110923,0.0961991,0.171364,0.0959101,0.119043,0.086128,0.137401,0.140892,0.0874188,0.114101,0.0693344,0.113174,0.130106,0.116044,0.177314,0.0618361,0.119754,0.0908542,0.104544,0.124652,0.128438,0.114604,0.104763,0.0554417,0.117138,0.0898589,0.0888856,0.0770278,0.144666,0.136839,0.171015,0.215884,0.207803,0.211162,0.214565,0.215333,0.195155,0.195223,0.183588,0,0,0,0,0,0
596.708,0.115051,0.0640766,0.0625786,0.120127,0.090462,0.0782006,0.116201,0.0937339,0.0849685,0.117273,0.109874,0.0966015,0.111618,0.103759,0.108101,0.0975323,0.0599315,0.0981879,0.100621,0.067774,0.115717,0.109645,0.0746568,0.132662,0.0479926,0.136727,0.131761,0.123088,0.115967,0.0470777,0.102085,0.0864029,0.070191,0.078222,0.114822,0.09193,0.108994,0.101465,0.17689,0.103048,0.121033,0.091739,0.134973,0.140544,0.095547,0.117472,0.067987,0.113528,0.128483,0.116374,0.174789,0.0646969,0.121358,0.0932466,0.103208,0.128608,0.130622,0.115508,0.108121,0.0498485,0.114326,0.0915448,0.0964241,0.0816723,0.155641,0.138395,0.174588,0.218237,0.209272,0.212484,0.219017,0.21281,0.184074,0.183444,0.188064,0,0,0,0,0,0
598.942,0.102108,0.0635104,0.061442,0.12076,0.0955419,0.0817307,0.119004,0.09331,0.0730699,0.115692,0.103577,0.0890131,0.103972,0.106114,0.109796,0.100161,0.0620338,0.0959934,0.096826,0.065255,0.115635,0.109531,0.0703571,0.134916,0.0471865,0.13751,0.131052,0.127626,0.114093,0.0435392,0.100095,0.0850255,0.0678834,0.0761052,0.113689,0.0832308,0.107983,0.103167,0.177492,0.101077,0.124378,0.0852663,0.137301,0.137901,0.0910727,0.115392,0.0687081,0.111667,0.134323,0.120339,0.183427,0.0633649,0.11798,0.0953142,0.105689,0.12252,0.123031,0.120059,0.100226,0.0525207,0.116435,0.0896523,0.0941407,0.0760105,0.151267,0.138399,0.174178,0.21991,0.201456,0.216338,0.213354,0.205802,0.186735,0.179701,0.186125,0,0,0,0,0,0
601.177,0.112562,0.0592449,0.0651512,0.113117,0.0948286,0.082777,0.122073,0.0991174,0.0760654,0.116627,0.110633,0.0870914,0.103296,0.113241,0.114604,0.105051,0.0619472,0.103073,0.0953091,0.067119,0.118616,0.109752,0.0716822,0.128521,0.0479644,0.136133,0.135576,0.128573,0.117185,0.0460854,0.10046,0.0907193,0.0647896,0.0779746,0.108586,0.087345,0.106151,0.0995485,0.18564,0.103376,0.125798,0.0895832,0.133636,0.14317,0.0924935,0.117913,0.0696672,0.122821,0.132458,0.117888,0.176332,0.0630494,0.120792,0.0969858,0.104241,0.123755,0.132819,0.116806,0.108149,0.0516005,0.118195,0.0892158,0.097927,0.0741973,0.152001,0.138699,0.170609,0.222008,0.200439,0.220375,0.220751,0.214341,0.196329,0.181535,0.191652,0,0,0,0,0,0
603.411,0.114383,0.0619498,0.0606029,0.110909,0.09291,0.0816866,0.117952,0.0934201,0.071209,0.118304,0.102806,0.0898003,0.104193,0.103504,0.113682,0.0972237,0.0589255,0.0980013,0.0976106,0.0668386,0.116206,0.108191,0.0755708,0.135096,0.0507773,0.135128,0.133874,0.126584,0.119657,0.0492318,0.106421,0.091752,0.0686078,0.0807579,0.116916,0.0832938,0.1144,0.0949002,0.179933,0.0950718,0.120641,0.0904595,0.128542,0.1384,0.0908844,0.11376,0.0646401,0.116503,0.131443,0.120654,0.181388,0.0609358,0.116847,0.0904866,0.101586,0.126021,0.122539,0.118503,0.113469,0.0518553,0.112039,0.0910599,0.0932705,0.0784869,0.150852,0.140634,0.167727,0.221667,0.206597,0.212493,0.213153,0.209041,0.19448,0.189104,0.183108,0,0,0,0,0,0
605.645,0.113091,0.0641872,0.05606,0.114849,0.0932932,0.0831971,0.122766,0.094593,0.077374,0.125427,0.113647,0.0879421,0.103264,0.109839,0.10685,0.107246,0.0628092,0.101018,0.0983044,0.0723079,0.122664,0.107643,0.0723914,0.13449,0.049026,0.135161,0.13133,0.121114,0.120396,0.0471937,0.102484,0.0874563,0.0715809,0.0768765,0.116093,0.0852188,0.115541,0.101599,0.180872,0.0998371,0.12496,0.0920095,0.133978,0.144298,0.0921477,0.117819,0.0674252,0.114322,0.136805,0.117842,0.17438,0.0656782,0.118609,0.0957168,0.106947,0.127356,0.127656,0.116746,0.109015,0.0569771,0.11828,0.0906913,0.102363,0.0763392,0.152019,0.140033,0.176936,0.223946,0.197908,0.219195,0.208466,0.212806,0.188102,0.183461,0.185944,0,0,0,0,0,0
607.88,0.111326,0.0621763,0.059471,0.117529,0.095229,0.075647,0.125465,0.0943762,0.0787357,0.120456,0.106422,0.0883317,0.11296,0.107484,0.120746,0.100202,0.0650142,0.0954209,0.0958768,0.0687975,0.12153,0.115334,0.0770817,0.13138,0.0467715,0.142667,0.130911,0.123997,0.117149,0.0461831,0.103249,0.0890254,0.0676408,0.0815573,0.119252,0.0836018,0.11746,0.0945216,0.183269,0.101688,0.124128,0.0867263,0.138674,0.143698,0.0944241,0.11925,0.0673195,0.113933,0.129653,0.116547,0.176644,0.0622687,0.12831,0.091396,0.101202,0.128734,0.125345,0.114266,0.113838,0.0520397,0.11433,0.0951234,0.0953882,0.0793854,0.142431,0.134708,0.173072,0.214737,0.201684,0.212991,0.209387,0.209187,0.182255,0.183176,0.185117,0,0,0,0,0,0
