wavelength,"(17, 62)","(21, 59)","(26, 56)","(29, 53)","(31, 49)","(34, 45)","(38, 42)","(41, 38)","(44, 35)","(47, 31)","(49, 26)","(53, 23)","(58, 18)","(62, 12)","(66, 8)","(22, 67)","(26, 64)","(31, 60)","(35, 57)","(36, 53)","(40, 50)","(43, 47)","(46, 43)","(49, 40)","(54, 36)","(57, 31)","(61, 28)","(65, 23)","(68, 17)","(73, 13)","(30, 73)","(33, 69)","(37, 65)","(40, 62)","(43, 59)","(46, 55)","(49, 50)","(52, 47)","(57, 45)","(59, 40)","(63, 36)","(66, 32)","(70, 28)","(73, 22)","(78, 18)","(34, 77)","(39, 74)","(42, 69)","(45, 66)","(49, 63)","(52, 59)","(55, 56)","(58, 53)","(61, 48)","(66, 45)","(68, 40)","(71, 35)","(75, 32)","(79, 26)","(84, 22)","(39, 81)","(43, 77)","(46, 73)","(49, 70)","(53, 67)","(56, 62)","(60, 59)","(63, 56)","(66, 52)","(71, 48)","(73, 44)","(77, 40)","(81, 34)","(84, 29)","(87, 24)","(68, 79)","(68, 79)","(68, 79)","(68, 79)","(68, 79)","(68, 79)"
695.022,0.124812,0.0584928,0.057668,0.126517,0.113619,0.101614,0.136218,0.112032,0.0932173,0.139599,0.134147,0.0904498,0.120174,0.118979,0.159966,0.116241,0.0882817,0.111956,0.111396,0.078842,0.129858,0.125994,0.113039,0.150538,0.0595345,0.147178,0.150972,0.137359,0.147716,0.0538825,0.121398,0.115059,0.0598262,0.0897099,0.131962,0.0694957,0.130556,0.118495,0.205743,0.0983206,0.141945,0.102346,0.153026,0.153031,0.112414,0.143084,0.0778069,0.128562,0.164763,0.13556,0.191588,0.0697143,0.1289,0.095421,0.112819,0.158134,0.150373,0.137365,0.145601,0.0436131,0.138601,0.116317,0.0930193,0.0919307,0.164513,0.164852,0.190949,0.230454,0.209831,0.231631,0.24038,0.217867,0.200534,0.209321,0.208918,0,0,0,0,0,0
697.257,0.130407,0.0659931,0.0585338,0.134911,0.100873,0.0957568,0.145052,0.120634,0.0895388,0.14077,0.12997,0.104487,0.120265,0.117834,0.157916,0.114078,0.0848313,0.10968,0.115249,0.0701721,0.134385,0.125581,0.118393,0.150528,0.0573748,0.147745,0.146554,0.14618,0.149423,0.0483932,0.118497,0.115896,0.0632954,0.0880595,0.13501,0.0836361,0.123857,0.109732,0.197627,0.105051,0.139267,0.106524,0.153999,0.151396,0.109631,0.141323,0.0847511,0.128224,0.167263,0.139337,0.193799,0.0771681,0.137914,0.104172,0.113298,0.156245,0.153783,0.125525,0.140729,0.0490856,0.136377,0.119958,0.0947109,0.0927701,0.157362,0.158701,0.199939,0.220003,0.210569,0.220925,0.23028,0.224983,0.205075,0.197058,0.210636,0,0,0,0,0,0
699.491,0.126886,0.0753288,0.0671982,0.12434,0.112361,0.103752,0.140103,0.126607,0.0870688,0.136828,0.129918,0.102829,0.123534,0.124699,0.160553,0.118034,0.0899061,0.109634,0.112148,0.0805845,0.134649,0.12264,0.12184,0.148969,0.0593097,0.142266,0.154928,0.1463,0.153806,0.0548966,0.123318,0.114882,0.078083,0.0929028,0.137576,0.0886746,0.132466,0.118258,0.209759,0.11346,0.136605,0.107845,0.149846,0.15901,0.117828,0.143579,0.0932342,0.133265,0.164804,0.139519,0.204363,0.0715997,0.135812,0.0996992,0.121834,0.159735,0.150816,0.138586,0.158714,0.0490242,0.148177,0.117174,0.106891,0.0923792,0.157333,0.164915,0.184541,0.22924,0.218569,0.228209,0.233833,0.218264,0.20202,0.200286,0.211432,0,0,0,0,0,0
701.726,0.127551,0.0760427,0.0779057,0.132097,0.106246,0.113417,0.145987,0.120386,0.0888435,0.141214,0.13378,0.0996377,0.115918,0.12366,0.169623,0.122006,0.0873609,0.112754,0.115689,0.0803527,0.132858,0.119169,0.127088,0.152829,0.0583279,0.1539,0.149056,0.130201,0.149882,0.0639622,0.121991,0.112284,0.0793329,0.0901474,0.131064,0.100975,0.125327,0.116783,0.212297,0.115512,0.140438,0.101262,0.152581,0.167519,0.120197,0.145811,0.0910149,0.133204,0.173867,0.138055,0.210514,0.0692697,0.127214,0.101059,0.11371,0.164442,0.149522,0.132872,0.154001,0.0556857,0.139138,0.131663,0.108451,0.0937586,0.161187,0.159198,0.183757,0.221808,0.22015,0.233905,0.233118,0.217167,0.210548,0.201137,0.212384,0,0,0,0,0,0
703.96,0.127138,0.0852481,0.0864643,0.119798,0.114417,0.117725,0.150179,0.121052,0.0907167,0.143085,0.131932,0.101891,0.117593,0.127844,0.153097,0.119684,0.0912505,0.118718,0.111129,0.0873347,0.13837,0.130911,0.127984,0.156263,0.0616281,0.152128,0.153558,0.143859,0.152732,0.0666594,0.121277,0.120584,0.0901374,0.0959546,0.127458,0.108632,0.132416,0.119027,0.219925,0.124104,0.134415,0.110589,0.161148,0.159686,0.122194,0.143246,0.0966725,0.135228,0.175316,0.144859,0.204809,0.0690181,0.133234,0.108591,0.122758,0.163614,0.150946,0.13475,0.14969,0.0601987,0.144959,0.126526,0.119703,0.104432,0.163794,0.168096,0.189142,0.223078,0.219954,0.231257,0.239384,0.225887,0.210907,0.211827,0.201965,0,0,0,0,0,0
706.194,0.122296,0.0985454,0.104822,0.133805,0.116136,0.12061,0.13755,0.120792,0.0934693,0.136353,0.139602,0.0981452,0.121396,0.128849,0.170176,0.123885,0.102137,0.109644,0.113689,0.0881573,0.128328,0.13241,0.137913,0.163599,0.055598,0.159971,0.147373,0.143567,0.154395,0.0689638,0.122123,0.11849,0.103313,0.0913723,0.126852,0.122784,0.121978,0.117291,0.214164,0.129728,0.138452,0.104415,0.154029,0.153065,0.125329,0.145704,0.104488,0.141023,0.170045,0.143674,0.210078,0.0691919,0.130433,0.0936184,0.120194,0.157747,0.156795,0.137507,0.155492,0.0708375,0.137815,0.136619,0.118871,0.100597,0.169423,0.161767,0.191512,0.241007,0.208397,0.224573,0.23724,0.227232,0.200532,0.201162,0.219965,0,0,0,0,0,0
708.429,0.128547,0.112316,0.110974,0.133829,0.110053,0.124295,0.145789,0.124563,0.0937096,0.140866,0.149524,0.104023,0.122297,0.130485,0.168086,0.1216,0.104048,0.110386,0.117676,0.0911427,0.12877,0.126411,0.137597,0.156469,0.0637812,0.160793,0.147206,0.138405,0.158904,0.0743478,0.116721,0.121885,0.101186,0.0967445,0.129166,0.136187,0.126628,0.117814,0.218299,0.138521,0.144634,0.100566,0.157654,0.162732,0.132968,0.149784,0.108571,0.141323,0.175003,0.152313,0.217791,0.0741934,0.126035,0.105878,0.116709,0.163793,0.151444,0.141589,0.154875,0.0736914,0.139064,0.14733,0.123101,0.108639,0.162078,0.166778,0.191353,0.23981,0.217863,0.235415,0.22788,0.218479,0.21179,0.202477,0.210658,0,0,0,0,0,0
710.663,0.123669,0.121889,0.11691,0.129553,0.113741,0.126009,0.148024,0.123314,0.0909367,0.136779,0.149061,0.110034,0.117693,0.12641,0.16689,0.114875,0.105376,0.12058,0.113128,0.099386,0.135506,0.128658,0.148467,0.155626,0.0539257,0.162979,0.147961,0.142709,0.149755,0.0801926,0.121469,0.119044,0.107163,0.0919143,0.126772,0.152218,0.129136,0.113006,0.228679,0.159494,0.139199,0.104533,0.156967,0.156946,0.131212,0.140302,0.114607,0.130915,0.181019,0.14805,0.220562,0.070778,0.126592,0.101212,0.114321,0.162544,0.152238,0.132554,0.157299,0.080127,0.141236,0.147573,0.135714,0.113916,0.160222,0.160671,0.187831,0.241359,0.220888,0.224277,0.235136,0.220884,0.206146,0.200077,0.211366,0,0,0,0,0,0
712.898,0.121031,0.145934,0.137468,0.128595,0.113885,0.136044,0.142449,0.128239,0.0933129,0.137773,0.13727,0.109976,0.121188,0.131609,0.171982,0.119904,0.110295,0.116285,0.109786,0.0984616,0.136697,0.12072,0.146361,0.162418,0.064155,0.150402,0.149445,0.137383,0.154619,0.0819429,0.117366,0.120053,0.122003,0.0872704,0.126917,0.159514,0.132167,0.113556,0.224132,0.160861,0.140599,0.11059,0.155276,0.152084,0.140607,0.144692,0.129079,0.138835,0.173459,0.153286,0.222458,0.0729258,0.136181,0.1025,0.116036,0.16769,0.158678,0.137603,0.161883,0.0779292,0.144886,0.159952,0.140639,0.113612,0.164996,0.157534,0.191047,0.21806,0.229398,0.232019,0.244075,0.233954,0.210716,0.212203,0.211224,0,0,0,0,0,0
715.132,0.125724,0.14215,0.142225,0.137913,0.110651,0.146093,0.144149,0.121853,0.0890233,0.145366,0.148618,0.108175,0.122837,0.136643,0.182469,0.118778,0.114363,0.112276,0.11144,0.101654,0.13349,0.12626,0.147314,0.158151,0.0638989,0.162408,0.155267,0.147475,0.159215,0.0827013,0.122059,0.123995,0.142097,0.091753,0.129113,0.171227,0.134222,0.118069,0.223884,0.165946,0.139069,0.109012,0.160515,0.159348,0.143358,0.145421,0.125839,0.136277,0.18107,0.159656,0.228833,0.0695267,0.130898,0.103655,0.120297,0.167709,0.158732,0.142065,0.168143,0.0993759,0.143825,0.164163,0.149819,0.107742,0.162711,0.170203,0.196382,0.233573,0.219582,0.2253,0.239384,0.231079,0.216809,0.203756,0.217958,0,0,0,0,0,0
717.367,0.125871,0.158075,0.16295,0.130435,0.117137,0.14426,0.141477,0.127328,0.0902464,0.137341,0.146063,0.107675,0.123992,0.130223,0.173087,0.121671,0.118028,0.12569,0.118243,0.109616,0.13835,0.130832,0.152727,0.150913,0.0619894,0.163095,0.15527,0.138843,0.154991,0.0860939,0.117858,0.126389,0.144307,0.088815,0.133729,0.188861,0.129696,0.121157,0.229619,0.179624,0.139834,0.105811,0.159231,0.166408,0.154062,0.140238,0.138082,0.134548,0.17916,0.15101,0.229459,0.0717871,0.126834,0.105612,0.118893,0.169894,0.152648,0.141367,0.169632,0.0947346,0.145024,0.165287,0.158716,0.115183,0.163636,0.170769,0.197565,0.232658,0.22452,0.225587,0.23957,0.222697,0.203308,0.199257,0.218851,0,0,0,0,0,0
719.601,0.129965,0.17899,0.176571,0.128194,0.120162,0.152167,0.14505,0.124057,0.097665,0.134614,0.150843,0.120807,0.118466,0.137559,0.17387,0.128776,0.123406,0.122953,0.118,0.106421,0.145999,0.133082,0.157132,0.161191,0.0615163,0.155538,0.152881,0.144809,0.152351,0.0870007,0.11725,0.124734,0.152054,0.0891264,0.130052,0.197517,0.123031,0.113531,0.233661,0.190641,0.149499,0.108848,0.157067,0.164052,0.153811,0.142027,0.132455,0.13091,0.182715,0.158392,0.224841,0.064785,0.135774,0.0991846,0.116863,0.16652,0.161413,0.141181,0.176437,0.10497,0.151155,0.170295,0.155722,0.118859,0.177197,0.171815,0.192993,0.231332,0.220418,0.229227,0.228389,0.234628,0.210822,0.213542,0.220095,0,0,0,0,0,0
721.835,0.132386,0.189342,0.203677,0.131426,0.114575,0.155061,0.143739,0.131864,0.0893531,0.141035,0.151774,0.113847,0.118499,0.144231,0.166549,0.127395,0.123916,0.118439,0.117322,0.116395,0.135268,0.134864,0.167745,0.150799,0.0602518,0.168854,0.156491,0.151615,0.16049,0.0867497,0.126172,0.123627,0.158627,0.0909534,0.12931,0.221907,0.146119,0.113655,0.227976,0.200803,0.137338,0.107796,0.152239,0.151893,0.17348,0.151931,0.153033,0.130945,0.188749,0.162444,0.235734,0.0720987,0.135014,0.103365,0.115463,0.166951,0.147988,0.140499,0.179086,0.108919,0.140508,0.181265,0.172625,0.130152,0.161131,0.165841,0.196718,0.240757,0.221425,0.229482,0.236734,0.221887,0.204526,0.215483,0.209001,0,0,0,0,0,0
724.07,0.133041,0.209996,0.219589,0.128877,0.104456,0.151893,0.147356,0.13445,0.0822352,0.146123,0.149878,0.115929,0.12318,0.129159,0.183428,0.12121,0.137142,0.123484,0.116774,0.117015,0.132315,0.12822,0.155589,0.154258,0.0618634,0.160773,0.150238,0.146139,0.158331,0.102325,0.117238,0.124251,0.1616,0.090878,0.132658,0.231561,0.132606,0.113494,0.244155,0.210281,0.145054,0.101071,0.156191,0.165741,0.166488,0.148348,0.157465,0.13976,0.18237,0.154635,0.233123,0.0698814,0.137746,0.108565,0.114113,0.172538,0.156318,0.140447,0.177315,0.115394,0.1413,0.196113,0.187497,0.132123,0.158869,0.181072,0.195972,0.240103,0.223435,0.223862,0.243381,0.242037,0.208332,0.214198,0.213181,0,0,0,0,0,0
726.304,0.127936,0.217918,0.227124,0.120727,0.115102,0.16212,0.14715,0.140108,0.0895149,0.142661,0.160984,0.118879,0.12402,0.149032,0.185638,0.127509,0.129612,0.120932,0.114047,0.127838,0.144681,0.129366,0.167058,0.159804,0.065103,0.163074,0.153477,0.149659,0.160979,0.102187,0.126855,0.129425,0.175928,0.101362,0.131773,0.233343,0.134397,0.115524,0.233328,0.227882,0.151151,0.108303,0.160809,0.15889,0.16953,0.150748,0.154467,0.144281,0.186596,0.169752,0.229365,0.0776346,0.132514,0.110165,0.117674,0.167636,0.159738,0.147682,0.186386,0.113826,0.147102,0.199682,0.18918,0.142542,0.162147,0.166869,0.189606,0.233449,0.225594,0.232158,0.235484,0.230995,0.209184,0.219185,0.204677,0,0,0,0,0,0
728.539,0.129595,0.237036,0.238255,0.1341,0.12563,0.174777,0.147277,0.138956,0.0907001,0.143304,0.157577,0.124487,0.127303,0.140946,0.187129,0.128576,0.137259,0.123307,0.11537,0.125301,0.141858,0.134203,0.168661,0.162887,0.0601435,0.159471,0.148291,0.145833,0.153256,0.0956249,0.122806,0.138449,0.167927,0.0901845,0.136491,0.258641,0.124327,0.113205,0.235454,0.243563,0.145247,0.111962,0.164771,0.164778,0.182502,0.144771,0.176761,0.13442,0.197361,0.168133,0.240696,0.0773973,0.143386,0.103283,0.10961,0.165235,0.163891,0.14773,0.17254,0.134594,0.14263,0.199681,0.189423,0.133452,0.173358,0.180924,0.19743,0.233037,0.22598,0.232341,0.226688,0.227921,0.215661,0.214865,0.224386,0,0,0,0,0,0
730.773,0.119324,0.254412,0.245926,0.129873,0.113187,0.174466,0.145869,0.143544,0.0932964,0.139549,0.150903,0.126658,0.126199,0.150351,0.178998,0.113645,0.144816,0.122442,0.117219,0.134054,0.131883,0.137456,0.171267,0.153583,0.0631113,0.163067,0.162592,0.153845,0.158569,0.10733,0.134454,0.129065,0.17705,0.0908024,0.144589,0.273662,0.133869,0.117435,0.242937,0.251234,0.141073,0.110623,0.154763,0.16538,0.189992,0.149834,0.170691,0.138513,0.195046,0.170726,0.247133,0.0707298,0.143213,0.111486,0.127169,0.167242,0.15766,0.13669,0.182908,0.136827,0.143758,0.220526,0.199044,0.143334,0.167252,0.178816,0.19879,0.235371,0.225554,0.225042,0.241309,0.22453,0.214811,0.216571,0.222658,0,0,0,0,0,0
733.008,0.131584,0.263554,0.274892,0.131793,0.114708,0.183886,0.139726,0.13577,0.0919101,0.150334,0.164336,0.117378,0.121268,0.146901,0.186445,0.118928,0.138376,0.127126,0.123919,0.142464,0.13064,0.133739,0.176973,0.156694,0.0614056,0.166775,0.155237,0.14598,0.166928,0.107482,0.123442,0.13153,0.180756,0.0894232,0.128956,0.274477,0.130761,0.11795,0.250397,0.261552,0.144197,0.106312,0.165876,0.1634,0.188566,0.153161,0.168006,0.142245,0.19811,0.179005,0.249562,0.0773102,0.140201,0.101622,0.112182,0.162219,0.158806,0.136738,0.187045,0.132304,0.143963,0.213241,0.20344,0.144159,0.177658,0.177172,0.204557,0.229127,0.227293,0.232863,0.253603,0.219915,0.214383,0.210436,0.210823,0,0,0,0,0,0
735.242,0.139128,0.279516,0.27898,0.138067,0.114797,0.17891,0.144664,0.137949,0.0893179,0.153135,0.156404,0.121614,0.124218,0.148322,0.18045,0.12338,0.136618,0.12179,0.123799,0.138277,0.133904,0.132434,0.169744,0.168063,0.0647996,0.166969,0.163263,0.145155,0.159158,0.113114,0.129168,0.135801,0.198963,0.0939732,0.1269,0.297791,0.129389,0.120768,0.245844,0.265643,0.149005,0.10568,0.161358,0.173273,0.20232,0.15653,0.185724,0.141819,0.206333,0.174958,0.256291,0.0785881,0.136341,0.112784,0.12657,0.176635,0.161959,0.140245,0.179131,0.138032,0.153535,0.235436,0.215536,0.153845,0.164374,0.168716,0.195518,0.232392,0.226886,0.234254,0.238494,0.228936,0.209009,0.215752,0.214306,0,0,0,0,0,0
737.476,0.135106,0.281985,0.291191,0.136441,0.124168,0.185069,0.146928,0.136605,0.0901464,0.142149,0.159968,0.125121,0.124718,0.152642,0.185165,0.127902,0.141998,0.121712,0.123938,0.131155,0.14477,0.13559,0.185848,0.162529,0.0659889,0.16522,0.151321,0.14658,0.156148,0.112831,0.123409,0.135571,0.199694,0.0930737,0.137906,0.31631,0.140882,0.118559,0.256076,0.275442,0.154319,0.107816,0.164326,0.159621,0.20166,0.149152,0.182378,0.143125,0.189379,0.166669,0.243312,0.0711504,0.136314,0.107264,0.126098,0.169937,0.154967,0.153283,0.176172,0.148963,0.149604,0.244332,0.22354,0.160025,0.165519,0.170548,0.203744,0.238301,0.230274,0.225843,0.239369,0.233959,0.201701,0.212441,0.218051,0,0,0,0,0,0
739.711,0.133572,0.306,0.288593,0.130849,0.117387,0.179451,0.143311,0.149617,0.0918705,0.148211,0.162965,0.123652,0.123018,0.140857,0.184353,0.133425,0.142118,0.125226,0.121704,0.138478,0.135175,0.129519,0.184857,0.153762,0.0634994,0.167512,0.149952,0.156562,0.164857,0.117918,0.128189,0.143268,0.199827,0.100788,0.139112,0.311646,0.137903,0.122938,0.249107,0.293542,0.150926,0.11371,0.159187,0.155733,0.194599,0.15197,0.187237,0.144753,0.204393,0.184787,0.25686,0.0809582,0.137804,0.102012,0.128086,0.165614,0.164914,0.152763,0.182932,0.151804,0.153784,0.240214,0.227147,0.148326,0.158827,0.177728,0.195888,0.233275,0.219386,0.246219,0.244054,0.238389,0.204763,0.217649,0.226189,0,0,0,0,0,0
741.945,0.136561,0.30536,0.314256,0.127325,0.12274,0.190518,0.138811,0.139371,0.0958094,0.147732,0.156473,0.130577,0.125425,0.146933,0.190657,0.123156,0.14522,0.124745,0.124392,0.145109,0.138436,0.130757,0.185059,0.162547,0.0625518,0.170685,0.156706,0.153031,0.169697,0.124626,0.125324,0.146743,0.192005,0.0929918,0.136423,0.315824,0.135935,0.119541,0.2449,0.298604,0.147249,0.107645,0.166394,0.160509,0.208502,0.156765,0.195978,0.140097,0.195186,0.184137,0.257719,0.0819746,0.144796,0.107838,0.120227,0.175502,0.173916,0.145435,0.187975,0.162833,0.148433,0.24595,0.230562,0.17011,0.172458,0.163588,0.19565,0.238971,0.230772,0.23225,0.241549,0.235763,0.206033,0.215781,0.226148,0,0,0,0,0,0
744.18,0.136529,0.31417,0.317371,0.133237,0.122585,0.190061,0.140709,0.146564,0.0991444,0.146188,0.163337,0.134634,0.124232,0.156572,0.189538,0.126065,0.152312,0.128681,0.1199,0.145454,0.136826,0.136627,0.184752,0.173203,0.0676077,0.167999,0.156022,0.139341,0.165965,0.120514,0.12572,0.142656,0.204467,0.0981046,0.141922,0.322831,0.143248,0.117862,0.250281,0.302644,0.145116,0.109962,0.17003,0.169168,0.210664,0.155771,0.199834,0.142313,0.197292,0.177238,0.252964,0.0808904,0.139849,0.109024,0.117198,0.172925,0.165605,0.149545,0.185998,0.149708,0.154863,0.24338,0.224846,0.156113,0.170415,0.172347,0.198206,0.236652,0.222987,0.244789,0.246105,0.243472,0.212582,0.212135,0.226272,0,0,0,0,0,0
746.414,0.14043,0.32154,0.338173,0.135829,0.11431,0.186364,0.149439,0.144289,0.0875067,0.151338,0.164598,0.13271,0.126268,0.154001,0.181341,0.124006,0.142946,0.12864,0.125944,0.138783,0.133388,0.135875,0.19213,0.158441,0.0564879,0.18102,0.156702,0.151675,0.163056,0.125118,0.132934,0.14106,0.190918,0.0990361,0.135528,0.333475,0.130794,0.111806,0.25398,0.316494,0.148692,0.109515,0.158921,0.171717,0.21321,0.14941,0.203574,0.138628,0.204161,0.182132,0.252221,0.0734471,0.137485,0.111074,0.125273,0.172198,0.172472,0.155984,0.199658,0.163795,0.153379,0.252675,0.218795,0.161355,0.163495,0.168321,0.196009,0.236886,0.218765,0.237169,0.240348,0.251236,0.204662,0.223712,0.228715,0,0,0,0,0,0
748.649,0.135791,0.335878,0.338229,0.136814,0.120519,0.184346,0.144035,0.133689,0.0910304,0.146255,0.170392,0.139474,0.133816,0.156589,0.191063,0.131458,0.152696,0.134605,0.126418,0.152497,0.141416,0.138358,0.187274,0.165565,0.0660322,0.174492,0.151971,0.149661,0.15692,0.128315,0.128953,0.14167,0.202678,0.101592,0.136051,0.335793,0.134246,0.121567,0.258453,0.318353,0.153561,0.107113,0.166409,0.167175,0.214391,0.15639,0.20295,0.142827,0.198082,0.184579,0.259409,0.078528,0.145109,0.104511,0.122055,0.184731,0.168896,0.148592,0.197135,0.158765,0.15203,0.25161,0.232768,0.160439,0.171812,0.174117,0.196575,0.232363,0.212132,0.241903,0.246798,0.234286,0.207955,0.221894,0.21902,0,0,0,0,0,0
750.883,0.140558,0.325581,0.353354,0.131425,0.124496,0.19231,0.149427,0.149517,0.0926202,0.151953,0.171716,0.138856,0.127604,0.147787,0.191112,0.134996,0.155938,0.132144,0.123557,0.142265,0.145698,0.131059,0.190242,0.164473,0.0679429,0.179861,0.164504,0.152556,0.168754,0.129751,0.1293,0.146645,0.201137,0.0927975,0.133262,0.339215,0.138834,0.120354,0.256957,0.317612,0.151673,0.101333,0.160696,0.168927,0.21275,0.152545,0.208121,0.147763,0.208087,0.176639,0.258278,0.089895,0.134942,0.102785,0.121103,0.180956,0.176228,0.143712,0.197597,0.167901,0.158491,0.263121,0.241273,0.163818,0.172506,0.178943,0.194652,0.246522,0.236288,0.244938,0.242604,0.23068,0.211302,0.220454,0.221114,0,0,0,0,0,0
753.117,0.132339,0.334907,0.344094,0.135919,0.121491,0.192373,0.14582,0.135973,0.091726,0.142427,0.161299,0.130449,0.123989,0.156461,0.181668,0.128717,0.153387,0.131986,0.120928,0.137958,0.135137,0.129367,0.194074,0.164949,0.0670126,0.179535,0.167131,0.147606,0.161425,0.137754,0.134708,0.140583,0.208056,0.0953693,0.140053,0.352195,0.143209,0.121802,0.258077,0.325766,0.155166,0.110431,0.167768,0.168862,0.220286,0.153299,0.210772,0.147231,0.208653,0.195658,0.250809,0.0782093,0.139227,0.112968,0.127059,0.174598,0.170132,0.142336,0.209166,0.159194,0.153115,0.261509,0.230711,0.167737,0.169316,0.178837,0.197724,0.240078,0.238228,0.23756,0.241611,0.232291,0.211045,0.21529,0.222178,0,0,0,0,0,0
755.352,0.143437,0.356332,0.360463,0.133593,0.135163,0.187849,0.161348,0.137505,0.096701,0.155686,0.166372,0.132013,0.129174,0.156644,0.202205,0.118012,0.150125,0.13218,0.127878,0.14649,0.150115,0.141833,0.190198,0.165449,0.0680544,0.180668,0.167852,0.153416,0.1581,0.130084,0.123728,0.142339,0.202138,0.0962309,0.133931,0.351548,0.147219,0.124186,0.264203,0.345142,0.149754,0.105985,0.16295,0.171836,0.231993,0.163115,0.210272,0.141053,0.211104,0.193964,0.260622,0.0801786,0.148026,0.110273,0.125639,0.170467,0.160679,0.149674,0.194236,0.16699,0.163725,0.263002,0.238971,0.169115,0.172738,0.172283,0.204916,0.239125,0.224469,0.238933,0.252196,0.241864,0.207666,0.221358,0.227484,0,0,0,0,0,0
757.586,0.137028,0.354675,0.372936,0.140719,0.121589,0.200563,0.161637,0.153622,0.0969211,0.147272,0.179705,0.141917,0.128333,0.144954,0.197287,0.128406,0.151706,0.129305,0.124369,0.140155,0.145602,0.14067,0.194242,0.168104,0.0663413,0.174274,0.154216,0.149572,0.171538,0.127781,0.133631,0.148485,0.209702,0.106719,0.144165,0.347168,0.149347,0.130135,0.25247,0.339493,0.153285,0.113315,0.173104,0.177433,0.219774,0.162528,0.202164,0.147303,0.219447,0.198319,0.260002,0.0775469,0.139413,0.102835,0.124464,0.179301,0.164458,0.145418,0.201973,0.171499,0.164235,0.274084,0.255079,0.169522,0.179901,0.185114,0.201313,0.226315,0.230155,0.228866,0.249438,0.245298,0.217484,0.224672,0.234457,0,0,0,0,0,0
759.821,0.13945,0.3627,0.370643,0.133501,0.124816,0.186018,0.149167,0.153974,0.10085,0.143062,0.168362,0.148404,0.130766,0.152226,0.202765,0.133423,0.160368,0.138766,0.120422,0.173351,0.149154,0.143638,0.184443,0.157138,0.0681312,0.198305,0.156637,0.156861,0.173059,0.138229,0.140993,0.140843,0.215227,0.0957476,0.144765,0.367221,0.146491,0.137999,0.243325,0.343257,0.156636,0.11323,0.177945,0.185647,0.231314,0.166311,0.218897,0.149215,0.206795,0.189345,0.266101,0.0809608,0.13789,0.100933,0.136933,0.181092,0.167449,0.142528,0.224077,0.175322,0.162576,0.261742,0.248124,0.158906,0.165082,0.173349,0.19712,0.240272,0.225349,0.242308,0.239229,0.239842,0.2109,0.225273,0.241633,0,0,0,0,0,0
762.055,0.13088,0.357178,0.387257,0.127403,0.123711,0.204268,0.158813,0.143318,0.0978105,0.14207,0.168029,0.133833,0.13288,0.177163,0.197638,0.135554,0.15988,0.125783,0.118683,0.149255,0.144544,0.135251,0.203601,0.1563,0.0612806,0.182098,0.156847,0.164999,0.177073,0.128635,0.137183,0.146631,0.208976,0.0958171,0.133043,0.372937,0.132072,0.122703,0.256876,0.339316,0.15201,0.114365,0.176481,0.174608,0.249473,0.164416,0.219388,0.13462,0.225398,0.195123,0.281591,0.0842143,0.140519,0.113257,0.125205,0.181611,0.169598,0.153358,0.214443,0.164798,0.146368,0.238546,0.205383,0.149746,0.17548,0.179472,0.199548,0.22757,0.222534,0.242553,0.238967,0.233411,0.231498,0.219683,0.227148,0,0,0,0,0,0
764.289,0.138377,0.338573,0.379346,0.136865,0.121558,0.192111,0.151282,0.152753,0.0931725,0.149771,0.172066,0.1357,0.134837,0.155065,0.192289,0.131813,0.153119,0.129007,0.117465,0.138811,0.136431,0.133997,0.202927,0.164052,0.0628191,0.174748,0.158675,0.152525,0.179713,0.125607,0.123879,0.145496,0.185387,0.0914294,0.139846,0.341116,0.12112,0.115316,0.261106,0.35483,0.153984,0.115241,0.175667,0.166012,0.236874,0.158907,0.219167,0.135185,0.202401,0.18807,0.255406,0.0857805,0.145449,0.11063,0.123167,0.174357,0.181463,0.157895,0.198706,0.154242,0.145452,0.258311,0.206567,0.157764,0.16711,0.173841,0.20302,0.24605,0.233353,0.242891,0.257474,0.245177,0.222378,0.224685,0.219387,0,0,0,0,0,0
766.524,0.144217,0.352635,0.365244,0.138378,0.12341,0.20265,0.155601,0.148584,0.0922268,0.154092,0.190458,0.142136,0.129584,0.167589,0.195152,0.127865,0.168034,0.119181,0.131359,0.152249,0.143879,0.144682,0.211005,0.169941,0.0724541,0.175759,0.161239,0.159597,0.15854,0.129588,0.121653,0.157038,0.186698,0.101644,0.143256,0.336165,0.1369,0.113403,0.251741,0.334443,0.155193,0.112931,0.179917,0.169377,0.22516,0.162699,0.219753,0.147701,0.200596,0.188355,0.257913,0.0849411,0.148237,0.112192,0.126055,0.190414,0.173596,0.152515,0.210732,0.160277,0.148434,0.28217,0.231161,0.183675,0.181685,0.171754,0.185101,0.237984,0.233126,0.240899,0.24242,0.24151,0.216377,0.230852,0.221867,0,0,0,0,0,0
